변환,원자료,전기대비증감,전기대비증감률
"2017/11","1.50","0.25","20.0"
"2017/12","1.50","0.00","0.0"
"2018/01","1.50","0.00","0.0"
"2018/02","1.50","0.00","0.0"
"2018/03","1.50","0.00","0.0"
"2018/04","1.50","0.00","0.0"
"2018/05","1.50","0.00","0.0"
"2018/06","1.50","0.00","0.0"
"2018/07","1.50","0.00","0.0"
"2018/08","1.50","0.00","0.0"
"2018/09","1.50","0.00","0.0"
"2018/10","1.50","0.00","0.0"
"2018/11","1.75","0.25","16.7"
"2018/12","1.75","0.00","0.0"
"2019/01","1.75","0.00","0.0"
"2019/02","1.75","0.00","0.0"
"2019/03","1.75","0.00","0.0"
"2019/04","1.75","0.00","0.0"
"2019/05","1.75","0.00","0.0"
"2019/06","1.75","0.00","0.0"
"2019/07","1.50","-0.25","-14.3"
"2019/08","1.50","0.00","0.0"
"2019/09","1.50","0.00","0.0"
"2019/10","1.25","-0.25","-16.7"
"2019/11","1.25","0.00","0.0"
"2019/12","1.25","0.00","0.0"
"2020/01","1.25","0.00","0.0"
"2020/02","1.25","0.00","0.0"
"2020/03","0.75","-0.50","-40.0"
"2020/04","0.75","0.00","0.0"
"2020/05","0.50","-0.25","-33.3"
"2020/06","0.50","0.00","0.0"
"2020/07","0.50","0.00","0.0"
"2020/08","0.50","0.00","0.0"
"2020/09","0.50","0.00","0.0"
"2020/10","0.50","0.00","0.0"
"2020/11","0.50","0.00","0.0"
"2020/12","0.50","0.00","0.0"
"2021/01","0.50","0.00","0.0"
"2021/02","0.50","0.00","0.0"
"2021/03","0.50","0.00","0.0"
"2021/04","0.50","0.00","0.0"
"2021/05","0.50","0.00","0.0"
"2021/06","0.50","0.00","0.0"
"2021/07","0.50","0.00","0.0"
"2021/08","0.75","0.25","50.0"
"2021/09","0.75","0.00","0.0"
"2021/10","0.75","0.00","0.0"
"2021/11","1.00","0.25","33.3"
"2021/12","1.00","0.00","0.0"
"2022/01","1.25","0.25","25.0"
"2022/02","1.25","0.00","0.0"
"2022/03","1.25","0.00","0.0"
"2022/04","1.50","0.25","20.0"
"2022/05","1.75","0.25","16.7"
"2022/06","1.75","0.00","0.0"
"2022/07","2.25","0.50","28.6"
"2022/08","2.50","0.25","11.1"
"2022/09","2.50","0.00","0.0"
"2022/10","3.00","0.50","20.0"
"2022/11","3.25","0.25","8.3"
"2022/12","3.25","0.00","0.0"
"2023/01","3.50","0.25","7.7"
"2023/02","3.50","0.00","0.0"
"2023/03","3.50","0.00","0.0"
"2023/04","3.50","0.00","0.0"
"2023/05","3.50","0.00","0.0"
"2023/06","3.50","0.00","0.0"
"2023/07","3.50","0.00","0.0"
"2023/08","3.50","0.00","0.0"
"2023/09","3.50","0.00","0.0"
"2023/10","3.50","0.00","0.0"
"2023/11","3.50","0.00","0.0"
"2023/12","3.50","0.00","0.0"
"2024/01","3.50","0.00","0.0"
"2024/02","3.50","0.00","0.0"
"2024/03","3.50","0.00","0.0"
"2024/04","3.50","0.00","0.0"
"2024/05","3.50","0.00","0.0"
"2024/06","3.50","0.00","0.0"
"2024/07","3.50","0.00","0.0"
"2024/08","3.50","0.00","0.0"
"2024/09","3.50","0.00","0.0"
"2024/10","3.25","-0.25","-7.1"
